price,bedrooms,bathrooms,toilets,parking_space,title,town,state
85000000,5,5,6,3,Terraced Duplexes,Lekki,Lagos
120000000,5,5,6,4,Terraced Duplexes,Katampe,Abuja
65000000,4,4,5,3,Terraced Duplexes,Guzape District,Abuja
275000000,5,5,6,4,Detached Duplex,Lekki,Lagos
185000000,8,8,9,4,Detached Duplex,Agege,Lagos
65000000,4,5,5,4,Detached Duplex,Ajah,Lagos
250000000,5,5,5,4,Detached Duplex,Magodo,Lagos
250000000,4,4,5,3,Terraced Duplexes,Ikoyi,Lagos
35000000,3,3,4,4,Block of Flats,Lekki,Lagos
300000000,5,5,6,4,Detached Duplex,Lekki,Lagos
90000000,5,6,7,6,Detached Duplex,Lekki,Lagos
70000000,4,5,5,4,Terraced Duplexes,Life Camp,Abuja
170000000,4,4,5,1,Detached Duplex,Gwarinpa,Abuja
210000000,5,5,6,4,Detached Duplex,Lekki,Lagos
150000000,5,5,5,4,Detached Duplex,Lekki,Lagos
110000000,4,5,5,4,Semi Detached Duplex,Lekki,Anambara
480000000,5,5,6,4,Detached Duplex,Ikoyi,Lagos
18000000,8,8,8,6,Block of Flats,Agege,Lagos
100000000,7,7,8,4,Detached Duplex,Alimosho,Lagos
75000000,5,5,6,5,Detached Duplex,Ajah,Lagos
200000000,5,5,5,4,Detached Duplex,Lekki,Lagos
78000000,3,5,5,4,Block of Flats,Utako,Abuja
59000000,4,4,5,5,Terraced Duplexes,Lekki,Lagos
60000000,4,6,7,4,Detached Duplex,Lekki,Lagos
70000000,4,4,4,4,Semi Detached Duplex,Lekki,Lagos
320000000,4,4,4,4,Detached Duplex,Lekki,Lagos
140000000,4,4,5,3,Terraced Duplexes,Lekki,Lagos
250000000,5,6,6,4,Detached Duplex,Lekki,Lagos
60000000,4,5,5,4,Detached Duplex,Lekki,Lagos
125000000,5,5,6,3,Detached Duplex,Lekki,Lagos
58000000,2,2,3,2,Block of Flats,Lekki,Lagos
65000000,4,4,5,4,Terraced Duplexes,Katampe,Abuja
55000000,4,4,5,2,Terraced Duplexes,Lekki,Lagos
85000000,4,4,5,4,Detached Duplex,Ajah,Lagos
130000000,5,5,6,4,Semi Detached Duplex,Ogudu,Lagos
450000000,2,2,2,4,Block of Flats,Lekki,Lagos
140000000,5,5,6,5,Detached Duplex,Lekki,Lagos
80000000,4,5,5,3,Detached Duplex,Lugbe District,Abuja
140000000,5,5,6,4,Detached Duplex,Lekki,Lagos
78000000,4,5,5,4,Detached Duplex,Ado-Odo/Ota,Ogun
60000000,4,4,5,4,Detached Duplex,Ajah,Lagos
2500000000,7,7,8,8,Detached Duplex,Ikoyi,Lagos
55000000,4,4,5,4,Terraced Duplexes,Lekki,Lagos
120000000,5,5,6,4,Detached Duplex,Lekki,Lagos
200000000,4,4,5,3,Semi Detached Duplex,Lekki,Lagos
40000000,4,4,5,6,Detached Duplex,Life Camp,Abuja
75000000,5,5,6,4,Detached Duplex,Ajah,Lagos
70000000,4,5,5,5,Detached Duplex,Ajah,Lagos
25000000,4,5,5,3,Terraced Bungalow,Asaba,Delta
400000000,6,6,6,6,Detached Duplex,Lekki,Lagos
185000000,5,5,6,5,Detached Duplex,Magodo,Lagos
31000000,3,3,3,4,Terraced Duplexes,Lekki,Lagos
6500000,2,3,5,1,Terraced Bungalow,Ikorodu,Lagos
120000000,5,4,6,2,Detached Duplex,Lekki,Lagos
100000000,5,5,6,4,Detached Duplex,Lekki,Lagos
55000000,4,5,5,3,Terraced Bungalow,Lekki,Lagos
242000000,4,4,5,3,Semi Detached Duplex,Ikoyi,Lagos
36000000,3,4,4,4,Terraced Duplexes,Lekki,Lagos
140000000,5,5,6,4,Detached Duplex,Lekki,Lagos
185000000,5,4,5,4,Detached Duplex,Ikeja,Lagos
100000000,5,5,6,2,Detached Duplex,Lekki,Lagos
9000000,2,2,2,4,Detached Bungalow,Idimu,Lagos
65000000,4,4,5,4,Detached Duplex,Lekki,Lagos
75000000,5,5,4,4,Detached Duplex,Lekki,Lagos
65000000,4,4,5,4,Detached Duplex,Lekki,Lagos
70000000,4,4,5,3,Detached Duplex,Lekki,Lagos
160000000,5,5,6,6,Detached Duplex,Lekki,Lagos
250000000,4,4,5,4,Terraced Duplexes,Ikoyi,Lagos
260000000,5,5,5,4,Detached Duplex,Lekki,Lagos
130000000,4,5,5,4,Detached Duplex,Victoria Island (VI),Lagos
250000000,5,5,6,5,Detached Duplex,Lekki,Lagos
55000000,3,4,5,4,Terraced Duplexes,Ajah,Lagos
210000000,4,4,5,4,Terraced Duplexes,Ikoyi,Lagos
500000000,5,5,6,4,Detached Duplex,Lekki,Lagos
200000000,2,3,3,4,Detached Duplex,Kubwa,Abuja
32900000,3,3,4,2,Block of Flats,Ajah,Lagos
600000000,5,5,6,4,Detached Duplex,Ikoyi,Lagos
135000000,4,5,5,4,Terraced Duplexes,Lekki,Lagos
165000000,5,5,6,4,Detached Duplex,Lekki,Lagos
15000000,2,2,3,1,Detached Bungalow,Ado-Odo/Ota,Ogun
450000000,6,6,7,4,Detached Duplex,Victoria Island (VI),Lagos
65000000,4,4,5,4,Detached Duplex,Lekki,Lagos
1200000000,5,5,6,4,Detached Duplex,Ikoyi,Lagos
1100000000,4,4,4,8,Block of Flats,Lekki,Lagos
65000000,4,5,5,6,Terraced Duplexes,Jahi,Abuja
1300000000,3,4,4,6,Block of Flats,Port Harcourt,Rivers
275000000,5,5,6,6,Detached Duplex,Lekki,Lagos
67000000,4,4,4,4,Detached Duplex,Lekki,Lagos
60000000,4,5,6,5,Semi Detached Duplex,Lekki,Lagos
80000000,4,5,6,4,Terraced Duplexes,Utako,Abuja
25000000,4,5,5,4,Detached Duplex,Mowe Ofada,Ogun
750000000,5,6,6,5,Detached Duplex,Ikoyi,Lagos
12500000,3,5,5,4,Detached Bungalow,Ifako-Ijaiye,Lagos
59000000,4,4,5,3,Terraced Duplexes,Lekki,Lagos
110000000,5,5,6,4,Detached Duplex,Lekki,Lagos
100000000,4,4,5,4,Detached Duplex,Lekki,Lagos
61000000,4,4,5,4,Semi Detached Duplex,Lekki,Lagos
30000000,4,5,5,4,Block of Flats,Ipaja,Lagos
180000000,4,5,5,4,Terraced Duplexes,Wuse 2,Abuja
80000000,4,5,5,4,Semi Detached Duplex,Lekki,Lagos
50000000,4,4,5,4,Semi Detached Duplex,Life Camp,Abuja
60000000,4,4,5,4,Terraced Duplexes,Katampe,Abuja
56000000,4,4,5,3,Detached Duplex,Lekki,Lagos
130000000,5,7,6,4,Detached Duplex,Lekki,Lagos
135000000,5,6,7,1,Detached Duplex,Gwarinpa,Abuja
105000000,4,4,5,7,Semi Detached Duplex,Ikeja,Lagos
430000000,5,5,6,4,Detached Duplex,Lekki,Lagos
197000000,5,5,5,5,Detached Duplex,Lekki,Lagos
245000000,6,6,6,4,Detached Duplex,Lekki,Lagos
250000000,5,6,6,4,Detached Duplex,Lekki,Lagos
78000000,5,7,7,4,Detached Duplex,Lekki,Lagos
1400000000,1,1,1,5,Detached Duplex,Victoria Island (VI),Lagos
45000000,4,4,5,2,Terraced Duplexes,Lekki,Lagos
65000000,3,5,5,4,Terraced Duplexes,Ajah,Lagos
270000000,5,5,6,5,Detached Duplex,Lekki,Lagos
47000000,4,4,5,4,Semi Detached Duplex,Ajah,Lagos
65000000,5,5,6,2,Detached Duplex,Lekki,Lagos
68000000,5,5,6,4,Detached Duplex,Magodo,Lagos
60000000,5,5,5,4,Detached Duplex,Lekki,Lagos
20000000,3,3,4,4,Detached Bungalow,Ojodu,Lagos
57000000,5,5,6,6,Detached Duplex,Lekki,Lagos
23000000,3,3,4,4,Terraced Duplexes,Lokogoma District,Abuja
67000000,4,4,4,4,Semi Detached Duplex,Lekki,Lagos
90000000,4,5,5,4,Detached Duplex,Port Harcourt,Rivers
55000000,5,6,6,4,Detached Duplex,Lokogoma District,Abuja
1600000000,1,1,1,3,Detached Duplex,Ikoyi,Lagos
145000000,5,5,6,3,Detached Duplex,Lekki,Lagos
460000000,1,5,5,4,Detached Duplex,Ikeja,Lagos
125000000,4,4,5,4,Detached Duplex,Lekki,Lagos
35000000,4,5,5,4,Block of Flats,Asaba,Delta
250000000,5,5,5,4,Detached Duplex,Lekki,Lagos
68000000,4,4,5,4,Detached Duplex,Isolo,Lagos
155000000,5,5,6,5,Detached Duplex,Lekki,Lagos
24000000,3,3,3,2,Detached Bungalow,Ibeju Lekki,Lagos
4500000,4,5,5,4,Block of Flats,Enugu,Enugu
90000000,4,4,5,4,Detached Duplex,Lekki,Lagos
120000000,4,4,6,7,Detached Duplex,Lekki,Lagos
1500000000,9,1,1,1,Detached Duplex,Maitama District,Abuja
120000000,5,5,6,5,Detached Duplex,Lekki,Lagos
650000000,6,5,7,4,Detached Duplex,Maitama District,Abuja
130000000,4,4,5,2,Terraced Duplexes,Lekki,Lagos
400000000,4,4,5,4,Detached Duplex,Ikoyi,Lagos
250000000,5,5,6,4,Detached Duplex,Lekki,Lagos
120000000,5,5,6,2,Detached Duplex,Lekki,Lagos
280000000,5,5,6,4,Detached Duplex,Lekki,Lagos
680000000,7,7,8,4,Detached Duplex,Ikeja,Lagos
150000000,5,5,6,5,Detached Duplex,Lekki,Lagos
160000000,4,4,5,4,Detached Duplex,Katampe,Abuja
16000000,4,4,3,3,Detached Bungalow,Ikorodu,Lagos
115000000,4,5,4,4,Detached Duplex,Lekki,Lagos
35000000,2,2,3,2,Terraced Duplexes,Ajah,Lagos
150000000,5,5,6,4,Detached Duplex,Lekki,Lagos
90000000,5,6,5,4,Detached Duplex,Dakwo,Abuja
45000000,3,4,4,4,Detached Bungalow,Wuye,Abuja
45000000,3,3,4,1,Block of Flats,Ajah,Lagos
80000000,5,5,5,4,Semi Detached Duplex,Ilupeju,Lagos
38000000,4,5,5,4,Block of Flats,Magodo,Lagos
95000000,5,5,6,4,Detached Duplex,Lekki,Lagos
1400000000,5,5,6,5,Detached Duplex,Ikoyi,Lagos
95000000,4,4,5,4,Terraced Duplexes,Lekki,Lagos
60000000,5,5,6,4,Terraced Duplexes,Life Camp,Abuja
200000000,5,5,6,4,Detached Duplex,Lekki,Lagos
400000000,5,5,6,4,Detached Duplex,Victoria Island (VI),Lagos
28000000,3,5,5,4,Detached Bungalow,Oredo,Edo
140000000,4,5,5,6,Detached Duplex,Port Harcourt,Rivers
90000000,4,5,6,4,Detached Duplex,Lekki,Lagos
40000000,5,5,5,4,Detached Duplex,Ketu,Lagos
62000000,4,4,5,5,Detached Duplex,Lekki,Lagos
60000000,4,4,5,4,Detached Duplex,Ajah,Lagos
80000000,5,6,7,4,Detached Duplex,Lekki,Lagos
190000000,5,5,6,5,Detached Duplex,Lekki,Lagos
20000000,4,5,5,4,Detached Bungalow,Orile,Lagos
82000000,5,6,6,4,Detached Duplex,Lekki,Lagos
83000000,4,5,5,4,Detached Duplex,Lekki,Lagos
38000000,3,3,4,3,Terraced Duplexes,Ajah,Lagos
260000000,4,5,5,4,Semi Detached Duplex,Ikoyi,Lagos
70000000,4,4,5,2,Terraced Duplexes,Lekki,Lagos
165000000,5,5,6,4,Detached Duplex,Lekki,Lagos
70000000,3,3,4,4,Semi Detached Duplex,Gwarinpa,Abuja
1900000000,9,9,1,7,Detached Duplex,Ikoyi,Lagos
300000000,5,5,5,4,Detached Duplex,Lekki,Lagos
295000000,6,6,7,5,Detached Duplex,Lekki,Lagos
220000000,5,5,6,4,Detached Duplex,Magodo,Lagos
75000000,4,4,5,2,Terraced Duplexes,Lekki,Lagos
55000000,4,4,5,2,Detached Duplex,Ajah,Lagos
95000000,5,5,6,2,Detached Duplex,Lekki,Lagos
280000000,5,6,6,7,Detached Duplex,Lekki,Lagos
65000000,4,4,5,4,Semi Detached Bungalow,Lekki,Lagos
650000000,5,5,6,4,Detached Duplex,Ikoyi,Lagos
75000000,5,5,6,4,Detached Duplex,Ajah,Lagos
85000000,4,4,5,4,Detached Duplex,Lekki,Lagos
130000000,4,4,5,4,Detached Duplex,Ikeja,Lagos
10000000,3,4,4,8,Detached Bungalow,Port Harcourt,Rivers
120000000,5,7,7,6,Detached Duplex,Lekki,Lagos
25000000,4,4,5,2,Terraced Duplexes,Isheri North,Ogun
70000000,9,9,1,1,Detached Duplex,Isolo,Lagos
100000000,5,5,6,3,Detached Duplex,Lekki,Lagos
25000000,6,6,7,7,Detached Bungalow,Ipaja,Lagos
350000000,5,5,5,4,Detached Duplex,Ikoyi,Lagos
65000000,4,5,5,4,Detached Duplex,Lekki,Lagos
80000000,6,6,7,4,Semi Detached Duplex,Wuye,Abuja
120000000,5,5,6,4,Detached Duplex,Lekki,Lagos
180000000,8,8,9,5,Semi Detached Duplex,Katampe,Abuja
18900000,3,3,4,3,Terraced Bungalow,Ifako-Ijaiye,Lagos
26500000,3,4,5,2,Terraced Duplexes,Ajah,Anambara
35000000,3,5,5,4,Block of Flats,Owerri Municipal,Imo
20000000,4,4,6,8,Semi Detached Bungalow,Sango Ota,Ogun
70000000,1,1,1,6,Block of Flats,Isolo,Lagos
30000000,3,3,4,4,Detached Bungalow,Lugbe District,Abuja
75000000,4,5,5,4,Detached Duplex,Lekki,Lagos
120000000,4,4,5,4,Terraced Duplexes,Victoria Island (VI),Lagos
160000000,5,5,6,6,Detached Duplex,Lekki,Lagos
120000000,5,5,6,4,Detached Duplex,Lekki,Lagos
60000000,4,4,4,2,Terraced Duplexes,Lekki,Lagos
26000000,4,5,5,4,Detached Bungalow,Port Harcourt,Rivers
20000000,4,4,5,5,Detached Bungalow,Ajah,Lagos
260000000,5,5,6,6,Detached Duplex,Lekki,Lagos
35000000,5,5,6,7,Detached Duplex,Ajah,Lagos
62000000,4,4,5,4,Detached Duplex,Lokogoma District,Abuja
80000000,5,5,6,4,Terraced Duplexes,Ajah,Lagos
18000000,5,5,5,1,Detached Bungalow,Badagry,Lagos
100000000,4,4,5,5,Terraced Duplexes,Guzape District,Abuja
160000000,5,5,6,4,Detached Duplex,Lekki,Lagos
25000000,5,5,5,4,Detached Duplex,Yaba,Lagos
55000000,5,5,4,4,Detached Duplex,Ikeja,Lagos
250000000,5,6,6,4,Detached Duplex,Lekki,Lagos
180000000,5,6,6,6,Detached Duplex,Lekki,Lagos
65000000,4,4,5,4,Terraced Duplexes,Lekki,Lagos
65000000,4,4,5,4,Detached Duplex,Ajah,Lagos
160000000,5,5,6,4,Detached Duplex,Lekki,Lagos
335000000,6,6,7,1,Detached Duplex,Lekki,Lagos
70000000,1,1,1,4,Detached Duplex,Owerri Municipal,Imo
55000000,5,5,5,4,Detached Duplex,Ibadan,Oyo
310000000,5,5,6,4,Terraced Duplexes,Lekki,Lagos
65000000,4,4,5,3,Semi Detached Duplex,Lekki,Lagos
100000000,5,6,6,4,Detached Duplex,Lekki,Lagos
90000000,5,6,6,4,Detached Duplex,Lekki,Lagos
83000000,5,4,5,6,Detached Duplex,Lekki,Lagos
130000000,5,6,6,4,Detached Duplex,Lekki,Lagos
65000000,4,4,5,4,Terraced Duplexes,Guzape District,Abuja
85000000,4,4,5,5,Detached Duplex,Ajah,Lagos
85000000,5,7,8,8,Detached Duplex,Isheri North,Lagos
300000000,5,5,6,6,Detached Duplex,Lekki,Lagos
15000000,2,3,3,6,Detached Bungalow,Karu,Abuja
16000000,3,3,4,3,Detached Bungalow,Mowe Town,Ogun
65000000,4,5,5,4,Terraced Duplexes,Ajah,Lagos
80000000,4,4,5,2,Terraced Duplexes,Ikeja,Lagos
55000000,4,4,4,4,Terraced Duplexes,Lekki,Lagos
45000000,4,5,6,4,Terraced Duplexes,Lekki,Lagos
32000000,3,5,3,4,Terraced Duplexes,Lekki,Lagos
168000000,7,5,8,4,Block of Flats,Port Harcourt,Rivers
50000000,4,4,5,3,Terraced Duplexes,Life Camp,Abuja
12500000,3,3,4,4,Semi Detached Bungalow,Ifako-Ijaiye,Lagos
70000000,5,5,6,7,Detached Duplex,Lekki,Lagos
70000000,9,9,1,1,Detached Duplex,Isolo,Lagos
17000000,3,5,4,4,Detached Bungalow,Simawa,Ogun
45000000,4,4,5,3,Terraced Duplexes,Apo,Abuja
46000000,4,4,5,6,Detached Duplex,Ajah,Lagos
28000000,2,5,5,4,Semi Detached Bungalow,Ajah,Lagos
35000000,4,4,4,3,Block of Flats,Ajah,Lagos
19500000,3,3,4,4,Detached Bungalow,Ibeju Lekki,Lagos
380000000,6,5,7,4,Detached Duplex,Wuse,Abuja
19299375,3,3,3,2,Terraced Bungalow,Ibeju Lekki,Lagos
140000000,5,5,5,4,Detached Duplex,Lekki,Lagos
50000000,4,5,5,5,Semi Detached Duplex,Ajah,Lagos
400000000,5,5,6,9,Detached Duplex,Lekki,Lagos
45000000,4,5,5,4,Block of Flats,Ado-Odo/Ota,Ogun
75000000,4,1,1,4,Block of Flats,Alimosho,Lagos
65000000,1,5,5,4,Block of Flats,Owerri Municipal,Imo
130000000,5,5,5,4,Detached Duplex,Lekki,Lagos
150000000,4,4,5,8,Detached Duplex,Lekki,Lagos
150000000,4,4,5,4,Terraced Duplexes,Lekki,Lagos
50000000,4,5,6,4,Terraced Duplexes,Lugbe District,Abuja
45000000,4,5,5,1,Detached Duplex,Isolo,Lagos
47000000,5,5,5,5,Detached Duplex,Ajah,Lagos
145000000,4,4,4,4,Terraced Duplexes,Victoria Island (VI),Lagos
55000000,4,4,5,3,Terraced Duplexes,Lekki,Lagos
65000000,5,5,6,4,Detached Duplex,Mbora (Nbora),Abuja
45000000,4,4,5,4,Semi Detached Duplex,Life Camp,Abuja
80000000,5,6,7,4,Detached Duplex,Ajah,Lagos
80000000,6,6,7,6,Detached Duplex,Gwarinpa,Abuja
11500000,3,3,4,3,Detached Bungalow,Mowe Ofada,Ogun
65000000,4,5,5,4,Detached Duplex,Ajah,Lagos
35000000,4,4,5,4,Detached Duplex,Lokogoma District,Abuja
950000000,5,5,6,4,Detached Duplex,Ikoyi,Lagos
25000000,5,4,4,4,Terraced Bungalow,Badagry,Lagos
50000000,4,4,5,4,Semi Detached Bungalow,Lekki,Lagos
24000000,4,5,5,9,Detached Bungalow,Ibeju Lekki,Lagos
90000000,5,5,6,3,Detached Duplex,Lekki,Lagos
140000000,4,4,4,4,Detached Duplex,Lekki,Lagos
83000000,4,4,4,4,Detached Duplex,Lekki,Lagos
1500000000,5,6,6,2,Detached Duplex,Ikoyi,Lagos
80000000,5,5,6,4,Detached Duplex,Ajah,Lagos
45000000,2,2,2,6,Block of Flats,Oredo,Edo
110000000,5,5,6,6,Detached Duplex,Lekki,Lagos
45000000,4,5,5,3,Terraced Duplexes,Gwarinpa,Abuja
8000000,2,2,2,4,Terraced Bungalow,Mowe Ofada,Anambara
1500000000,7,6,7,6,Detached Duplex,Ikoyi,Lagos
100000000,4,5,6,4,Terraced Duplexes,Wuye,Abuja
350000000,5,5,6,4,Detached Duplex,Lekki,Lagos
18000000,3,4,4,4,Detached Duplex,Lokogoma District,Abuja
120000000,4,5,6,2,Terraced Duplexes,Lekki,Lagos
275000000,5,6,6,6,Detached Duplex,Lekki,Lagos
90000000,5,6,6,9,Detached Duplex,Lekki,Lagos
170000000,5,5,6,4,Detached Duplex,Jahi,Abuja
85000000,4,5,5,4,Detached Duplex,Lekki,Lagos
125000000,5,6,7,4,Detached Duplex,Lekki,Lagos
75000000,4,5,5,4,Semi Detached Duplex,Lekki,Lagos
46000000,3,4,5,4,Semi Detached Duplex,Lekki,Lagos
75000000,4,4,5,4,Semi Detached Duplex,Lekki,Lagos
40000000,3,4,5,4,Detached Bungalow,Mbora (Nbora),Abuja
170000000,5,5,6,6,Detached Duplex,Lekki,Lagos
36000000,3,4,4,4,Terraced Duplexes,Lekki,Lagos
28000000,2,2,2,2,Detached Duplex,Lekki,Lagos
85000000,4,5,5,3,Terraced Bungalow,Lekki,Lagos
29000000,2,2,3,2,Detached Duplex,Ajah,Lagos
130000000,5,5,6,4,Detached Duplex,Lekki,Lagos
43000000,4,5,5,4,Terraced Duplexes,Enugu,Enugu
67000000,4,4,5,4,Semi Detached Duplex,Lekki,Lagos
58000000,4,4,5,4,Semi Detached Duplex,Lekki,Lagos
100000000,4,4,5,5,Semi Detached Duplex,Mabushi,Abuja
450000000,6,6,7,4,Detached Duplex,Victoria Island (VI),Lagos
49000000,5,5,6,6,Semi Detached Duplex,Ibeju Lekki,Lagos
14000000,2,2,3,3,Semi Detached Bungalow,Ibeju Lekki,Lagos
45000000,4,4,5,9,Detached Bungalow,Port Harcourt,Rivers
75000000,5,5,5,4,Detached Duplex,Magodo,Lagos
75000000,5,5,6,8,Detached Duplex,Gwarinpa,Abuja
118000000,1,1,1,3,Detached Duplex,Ikeja,Lagos
230000000,5,5,6,1,Detached Duplex,Katampe,Abuja
750000000,5,5,6,4,Detached Duplex,Ikoyi,Lagos
300000000,5,5,6,7,Detached Duplex,Lekki,Lagos
400000000,6,6,7,4,Detached Duplex,Lekki,Lagos
200000000,5,6,6,4,Detached Duplex,Lekki,Lagos
49000000,4,4,5,4,Semi Detached Duplex,Lekki,Lagos
8500000,2,2,3,4,Semi Detached Bungalow,Mowe Ofada,Ogun
600000000,5,5,5,4,Detached Duplex,Ikoyi,Lagos
170000000,5,5,6,1,Detached Duplex,Ikeja,Lagos
100000000,6,6,6,8,Detached Duplex,Wuse,Abuja
18000000,3,3,4,5,Semi Detached Bungalow,Ibeju Lekki,Lagos
65000000,4,8,4,6,Semi Detached Duplex,Lekki,Lagos
40000000,4,4,5,2,Terraced Duplexes,Kubwa,Abuja
19500000,3,3,5,4,Detached Bungalow,Ibeju Lekki,Lagos
132000000,4,4,5,4,Detached Duplex,Ikeja,Lagos
95000000,5,5,6,4,Detached Duplex,Lekki,Lagos
47000000,4,4,5,3,Semi Detached Duplex,Lekki,Lagos
120000000,3,3,4,1,Block of Flats,Ajah,Lagos
56000000,4,4,5,4,Terraced Duplexes,Lekki,Lagos
50000000,4,4,5,3,Terraced Duplexes,Ajah,Lagos
128000000,5,5,6,4,Detached Duplex,Ikeja,Lagos
50000000,4,4,5,6,Semi Detached Duplex,Kaura,Abuja
85000000,5,5,5,4,Detached Duplex,Lekki,Lagos
25000000,4,4,5,4,Detached Bungalow,Owerri Municipal,Imo
250000000,5,5,6,4,Detached Duplex,Lekki,Lagos
300000000,5,5,6,4,Detached Duplex,Lekki,Lagos
105000000,5,5,6,4,Detached Duplex,Lekki,Lagos
88000000,4,4,5,4,Detached Duplex,Lekki,Lagos
100000000,5,5,6,8,Detached Duplex,Lekki,Lagos
150000000,3,3,4,6,Block of Flats,Ajah,Lagos
44000000,4,4,5,4,Semi Detached Bungalow,Lekki,Lagos
70000000,4,4,5,3,Terraced Duplexes,Lekki,Lagos
80000000,4,4,4,2,Detached Duplex,Isolo,Lagos
130000000,4,5,5,4,Detached Duplex,Lekki,Lagos
110000000,5,5,6,4,Detached Duplex,Lekki,Lagos
60000000,4,4,5,2,Terraced Duplexes,Life Camp,Abuja
180000000,5,5,6,4,Detached Bungalow,Jabi,Abuja
800000000,4,4,5,4,Detached Duplex,Victoria Island (VI),Lagos
50000000,1,1,1,4,Detached Duplex,Owerri Municipal,Imo
75000000,5,5,6,5,Detached Duplex,Lekki,Lagos
70000000,4,4,5,3,Semi Detached Duplex,Lekki,Lagos
280000000,5,5,6,5,Detached Duplex,Lekki,Lagos
140000000,5,4,5,5,Detached Duplex,Lekki,Lagos
37000000,3,4,5,4,Detached Bungalow,Lekki,Lagos
500000000,5,5,6,4,Detached Duplex,Ikoyi,Lagos
50000000,4,5,5,4,Terraced Duplexes,Wumba,Abuja
650000000,5,5,5,4,Terraced Duplexes,Ikoyi,Lagos
90000000,5,5,6,1,Detached Duplex,Uyo,Akwa Ibom
35000000,4,4,5,3,Semi Detached Bungalow,Lekki,Lagos
120000000,5,5,6,3,Detached Duplex,Lekki,Lagos
100000000,5,5,6,4,Detached Duplex,Lekki,Lagos
90000000,4,5,5,2,Terraced Duplexes,Wuye,Abuja
145000000,4,5,6,5,Detached Duplex,Lekki,Lagos
220000000,5,5,6,5,Detached Duplex,Victoria Island (VI),Lagos
2500000000,6,6,7,6,Detached Duplex,Ikoyi,Lagos
800000000,5,5,5,4,Detached Duplex,Ikoyi,Lagos
100000000,5,6,6,5,Detached Duplex,Gwarinpa,Abuja
65000000,4,4,5,2,Detached Duplex,Ajah,Lagos
45000000,4,5,5,8,Detached Bungalow,Ikeja,Lagos
75000000,4,4,5,4,Detached Bungalow,Ikeja,Lagos
320000000,5,5,6,1,Detached Duplex,Gwarinpa,Abuja
12000000,8,2,4,4,Block of Flats,Ado-Odo/Ota,Ogun
110000000,5,5,6,5,Detached Duplex,Lekki,Lagos
400000000,5,5,5,4,Detached Duplex,Victoria Island (VI),Lagos
155000000,6,6,6,8,Detached Duplex,Isheri North,Lagos
165000000,5,5,6,5,Detached Duplex,Lekki,Lagos
165000000,4,5,5,2,Detached Duplex,Victoria Island (VI),Lagos
45000000,3,5,4,4,Semi Detached Duplex,Lugbe District,Abuja
23900000,2,3,3,2,Block of Flats,Mbora (Nbora),Anambara
120000000,5,5,6,4,Detached Duplex,Lekki,Lagos
40000000,3,1,1,8,Block of Flats,Ibadan,Oyo
160000000,4,4,4,4,Semi Detached Duplex,Asokoro District,Abuja
23000000,2,2,2,3,Semi Detached Bungalow,Mbora (Nbora),Abuja
160000000,5,5,6,5,Detached Duplex,Lekki,Lagos
30000000,6,7,7,7,Detached Bungalow,Ikotun,Lagos
13000000,2,2,2,3,Semi Detached Bungalow,Ajah,Lagos
220000000,5,5,5,4,Detached Duplex,Lekki,Lagos
90000000,4,4,5,4,Detached Duplex,Lekki,Lagos
130000000,5,5,6,4,Detached Duplex,Lekki,Lagos
350000000,5,5,6,8,Semi Detached Duplex,Jahi,Abuja
57000000,3,3,4,2,Semi Detached Duplex,Lekki,Lagos
130000000,4,4,4,4,Detached Duplex,Ikeja,Lagos
16000000,3,3,3,6,Detached Bungalow,Ikorodu,Lagos
45000000,4,4,5,4,Semi Detached Duplex,Ajah,Lagos
75000000,4,4,5,3,Detached Duplex,Lekki,Lagos
130000000,5,5,6,4,Detached Duplex,Lekki,Lagos
200000000,5,5,5,4,Detached Duplex,Ajah,Lagos
100000000,3,3,4,2,Terraced Duplexes,Lekki,Lagos
340000000,5,5,6,4,Detached Duplex,Lekki,Lagos
450000000,4,4,5,5,Semi Detached Duplex,Ikoyi,Lagos
50000000,4,4,4,4,Semi Detached Duplex,Gwarinpa,Abuja
130000000,5,5,6,5,Detached Duplex,Lekki,Lagos
70000000,5,5,5,4,Terraced Duplexes,Jahi,Abuja
330000000,5,5,5,4,Detached Duplex,Lekki,Lagos
125000000,5,5,5,5,Detached Duplex,Lekki,Lagos
120000000,5,5,6,4,Detached Duplex,Lekki,Lagos
77000000,5,6,7,4,Detached Bungalow,Ibeju Lekki,Lagos
145000000,5,5,6,5,Detached Duplex,Lekki,Lagos
200000000,5,5,6,4,Detached Duplex,Lekki,Lagos
420000000,5,5,5,4,Detached Duplex,Ikoyi,Lagos
88000000,5,5,6,3,Detached Duplex,Lekki,Lagos
70000000,4,4,5,3,Terraced Duplexes,Lekki,Lagos
40000000,3,4,4,4,Terraced Duplexes,Katampe,Abuja
9000000,4,5,5,4,Block of Flats,Ibeju Lekki,Lagos
90000000,4,4,5,4,Semi Detached Duplex,Lekki,Lagos
200000000,5,5,6,4,Detached Duplex,Lekki,Lagos
12500000,3,3,4,1,Detached Duplex,Ifako-Ijaiye,Lagos
260000000,5,5,6,4,Detached Duplex,Lekki,Lagos
140000000,5,5,6,4,Detached Duplex,Lekki,Lagos
85000000,4,5,5,4,Detached Duplex,Lekki,Lagos
130000000,4,4,5,4,Detached Duplex,Yaba,Lagos
55000000,4,5,5,4,Terraced Duplexes,Lekki,Lagos
1200000000,4,4,5,4,Semi Detached Duplex,Katampe,Abuja
